index,NCT,Sponsor,Title,Summary,Start_Year,Start_Month,Phase,Enrollment,Status,Condition
5772,NCT03553823,Novartis,"A 16-week Randomized, Open-label, Multicenter Study to Assess the Superiority of Secukinumab Over Guselkumab in the Complete Treatment of Ustekinumab Resistant Psoriatic Plaques","The aim of this study is to describe the effect of direct IL-17A inhibition with secukinumab as compared with the selective inhibition of IL-23 with guselkumab (p19 subunit blocker) in controlling inflammation in psoriatic plaques that remain active despite treatment with the non-selective IL-23 inhibitor ustekinumab (blocker of p40 subunit, shared by IL-12 and IL 23).",2018,10,Phase 2,40,Recruiting,Psoriasis
5773,NCT03560739,Novartis,A 12 Week Randomized Open Label Parallel Group Multicenter Study to Evaluate Bioequivalence of 20 mg Subcutaneous Ofatumumab Injected by Pre-filled Syringe or Autoinjector in Adult RMS Patients,The primary purpose of this study is to demonstrate pharmacokinetic bioequivalence of ofatumumab injected by Pre-filled Syringe (PFS) versus Auto-Injector (AI) devices and thereby establish a bridge between the ongoing Phase 3 program and the to-be-marketed drug-device combinations,2018,9,Phase 2,284,Recruiting,Multiple Sclerosis
5774,NCT03568461,Novartis,"A Phase II, Single Arm, Multicenter Open Label Trial to Determine the Efficacy and Safety of Tisagenlecleucel (CTL019) in Adult Patients With Refractory or Relapsed Follicular Lymphoma","This is a multi-center, phase II study to determine the efficacy and safety of tisagenlecleucel in adult patients with relapsed or refractory FL.",2018,11,Phase 2,113,Recruiting,"Lymphoma, Follicular"
5775,NCT03570892,Novartis,"Tisagenlecleucel Versus Standard of Care in Adult Patients With Relapsed or Refractory Aggressive B-cell Non-Hodgkin Lymphoma: A Randomized, Open Label, Phase III Trial (BELINDA)","This is a randomized, open label, multicenter phase III trial comparing the efficacy, safety, and tolerability of tisagenlecleucel to Standard Of Care in adult patients with aggressive B-cell Non-Hodgkin Lymphoma after failure of rituximab and anthracycline containing frontline immunochemotherapy.",2019,1,Phase 3,318,Not yet recruiting,"Lymphoma, Non-Hodgkin"
5776,NCT03574545,Novartis,"A Randomized, Open Label, Multiple Dose, Parallel Group Study to Assess the Safety and Pharmacokinetic Comparability of Two VAY736 Drug Products in Patients With Rheumatoid Arthritis",This study will assess the safety and pharmacokinetic comparability of two VAY736 drug products in patients with rheumatoid arthritis.,2018,12,Phase 1,50,Not yet recruiting,"Arthritis, Rheumatoid"
5777,NCT03578367,Novartis,"A Phase 2, Multi-center, Open-label, Randomized Study of Oral Asciminib Added to Imatinib Versus Continued Imatinib Versus Switch to Nilotinib in Patients With CML-CP Who Have Been Previously Treated With Imatinib and Have Not Achieved Deep Molecular Response","To evaluate efficacy, safety and pharmacokinetic profile of asciminib 40mg+imatinib or asciminib 60mg+imatinib versus continued imatinib and versus nilotinib in pre-treated patients with Chronic Myeloid Leukemia in chronic phase (CML-CP)",2018,11,Phase 2,120,Recruiting,"Leukemia, Myeloid"
5778,NCT03580356,Novartis,"A Multi-center, Randomized, Double-blind, Active and Placebo-controlled Study to Investigate the Efficacy and Safety of Ligelizumab (QGE031) in the Treatment of Chronic Spontaneous Urticaria (CSU) in Adolescents and Adults Inadequately Controlled With H1-antihistamines","The purpose of this study is to establish efficacy and safety of ligelizumab in adolescent and adult subjects with CSU who remain symptomatic despite standard of care treatment by demonstrating better efficacy over omalizumab. The study population will consist of approximately 1050 male and female subjects aged ≥ 12 years who have been diagnosed with CSU and who remain symptomatic despite the use of H1-antihistamines. Of these, approximately 1000 adults and 50 adolescents are planned for inclusion in the study. This is a multi-center, randomized, double-blind, active- and placebo-controlled, parallel-group study. There is a screening period of up to 28 days, a 52 week double-blind treatment period, and a 12 week post-treatment follow-up period.",2018,10,Phase 3,1050,Recruiting,Urticaria
5779,NCT03580369,Novartis,"A Multi-center, Randomized, Double-blind, Active and Placebo-controlled Study to Investigate the Efficacy and Safety of Ligelizumab (QGE031) in the Treatment of Chronic Spontaneous Urticaria (CSU) in Adolescents and Adults Inadequately Controlled With H1-antihistamines","The purpose of this study is to establish efficacy and safety of ligelizumab in adolescent and adult subjects with CSU who remain symptomatic despite standard of care treatment by demonstrating better efficacy over omalizumab. The study population will consist of approximately 1050 male and female subjects aged ≥ 12 years who have been diagnosed with CSU and who remain symptomatic despite the use of H1-antihistamines. Of these, approximately 1000 adults and 50 adolescents are planned for inclusion in the study. This is a multi-center, randomized, double-blind, active- and placebo-controlled, parallel-group study. There is a screening period of up to 28 days, a 52 week double-blind treatment period, and a 12 week post-treatment follow-up period.",2018,10,Phase 3,1050,Recruiting,Urticaria
5780,NCT03589885,Novartis,"Multicenter, rAndomized, Double-blind, Placebo-conTrolled, 52-week stUdy to demonstRatE the Efficacy, Safety and Tolerability of Secukinumab Injections With 2 mL Auto-injectors (300 mg) in Adult Subjects With Plaque Psoriasis","The primary purpose of this study is to assess efficacy, safety and tolerability of a 2 mL pre-filled auto-injector (AI) of 300 mg secukinumab in patients with moderate to severe plaque psoriasis",2018,10,Phase 3,120,Not yet recruiting,Psoriasis
5781,NCT03591510,Novartis,"A Phase II, Open-label, Single Arm Study to Evaluate the Safety, Efficacy, and Pharmacokinetics of Twice Daily Midostaurin ( PKC412) Combined With Standard Chemotherapy and as a Single Agent Post-consolidation Therapy in Children With Untreated FLT3-mutated AML","This study will evaluate the safety, efficacy and pharmacokinetics of midostaurin in combination with standard chemotherapy in pediatrics patients with newly diagnosed FLT3-mutated acute Myeloid Leukemia. the study has two parts : Part 1 to define the Recommended Phase 2 Dose, and the Part 2 to evaluate efficacy and safety of midostaurin. All patients will follow the same treatment regimen consisting in 2 Induction blocks, 3 consolidation blocks, 12 cycles of post-consolidation consisting of continuous therapy with midostaurin, and a follow-up phase.",2018,12,Phase 2,50,Not yet recruiting,"Leukemia, Myeloid, Acute"
5782,NCT03605277,Novartis,"A Phase I, Open-label and Single-dose Study to Evaluate the Pharmacokinetics and Safety of a Single 40 mg Oral Dose of ABL001 (Asciminib) in Subjects With Impaired Renal Function Compared to Matched Control Subjects With Normal Renal Function",The purpose of this study is to characterize the pharmacokinetics (PK) and safety profile of asciminib following a single oral dose in adult subjects with renal impairment compared to a matched group of healthy subjects with normal renal function. The results will determine whether or not a dose adjustment should be recommended when treating patients with asciminib who have impaired renal function.,2018,11,Phase 1,28,Recruiting,Renal Insufficiency
5783,NCT03606408,Novartis,Open-label Multi-center Roll-over Study to Assess Long Term Safety in Endogenous Cushing's Syndrome Patients Who Have Completed a Prior Novartis-sponsored Osilodrostat Study and the Investigator Judges to Benefit From Continued Treatment,"The purpose of this study is the evaluation of long-term safety of osilodrostat in patients who have already received osilodrostat treatment in a previous Global Novartis-sponsored trial and who, based on investigators' judgement, will continue benefiting with its administration.",2018,10,Phase 2,180,Recruiting,Cushing Syndrome
5784,NCT03610516,Novartis,"A Randomized, Placebo-controlled, Patient and Investigator Blinded, Study Investigating the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of Multiple Doses of CFZ533 in Patients With Moderately Active Proliferative Lupus Nephritis","This study is to evaluate the safety, tolerability, pharmacokinetics, pharmacodynamics, and preliminary therapeutic efficacy of multiple doses of CFZ533 anti-CD40 monoclonal antibody in patients with moderately active lupus nephritis.",2018,9,Phase 2,60,Recruiting,Lupus Nephritis
5785,NCT03610724,Novartis,"A Phase II, Single Arm, Multicenter Open Label Trial to Determine the Safety and Efficacy of Tisagenlecleucel in Pediatric Subjects With Relapsed or Refractory Mature B-cell Non-Hodgkin Lymphoma (NHL)","The purpose of the study is to assess the efficacy and safety of tisagenlecleucel in children and adolescents with relapsed/refractory B-cell non-Hodgkin lymphoma (r/r B-NHL). For pediatric patients who have r/r B-NHL, survival rates are dismal, only ~20-50% subjects are alive at 2 years with overall response rate (ORR) of 20-30% after conventional salvage chemotherapy.",2018,9,Phase 2,35,Not yet recruiting,"Lymphoma, Non-Hodgkin"
5786,NCT03613220,Novartis,LEEOMIC: CompLEEment-1 Canadian Correlative Sub-Study Comprehensive Proteomic Analysis Towards Discovery of Predictive Patterns of Protein Expression to Ribociclib Sensitivity and Resistance,Collection of tumor and blood samples from subjects enrolled in the main study (LEE011A2404) will undergo proteomic and ctDNA analysis respectively to better understand mechanisms of response and resistance to ribociclib in combination with letrozole therapy.,2018,10,Phase 2,150,Not yet recruiting,Breast Neoplasms
5787,NCT03623243,Novartis,"Exploring the Safety and Tolerability of Conversion From Oral or Injectable Disease Modifying Therapies to Dose-titrated Oral Siponimod in Patients With Advancing Forms of Relapsing Multiple Sclerosis: A 6-month Open Label, Multi- Center Phase IIIb Study",To assess early phase safety and tolerability of converting patients from approved oral and injectable RMS DMTs to siponimod. The results of this study will guide clinically relevant decisions related to the transition from frequently used RMS DMTs to siponimod and provide clinically relevant data on safety and tolerability for healthcare providers who are considering converting patients from currently approved RMS DMT to siponimod.,2018,9,Phase 3,300,Not yet recruiting,Multiple Sclerosis
5788,NCT03626545,Novartis,"A Randomized, Double-blind, Placebo-controlled, Phase III Study Evaluating the Efficacy and Safety of Canakinumab in Combination With Docetaxel Versus Placebo in Combination With Docetaxel in Adult Subjects With Non-small Cell Lung Cancer (NSCLC) Previously Treated With PD-(L)1 Inhibitors and Platinum-based Chemotherapy (CANOPY 2)",This phase III study is designed to evaluate the role of IL-1β inhibition in combination with docetaxel in subjects with advanced NSCLC previously treated with PD-(L)1 inhibitors and platinum-based chemotherapy. The randomized III part will be preceded by a safety run-in part in which the recommended dose of the combination of canakinumab and docetaxel will be confirmed.,2018,12,Phase 3,240,Recruiting,"Carcinoma, Non-Small-Cell Lung"
5789,NCT03628053,Novartis,"Tisagenlecleucel Versus Blinatumomab or Inotuzumab for Adult Patients With Relapsed/Refractory B-cell Precursor Acute Lymphoblastic Leukemia: A Randomized Open Label, Multicenter, Phase III Trial",This trial aims to compare the benefits and risks of tisagenlecleucel to blinatumomab or inotuzumab in adult patients with relapsed or refractory ALL. This trial investigates tisagenlecleucel as an additional treatment option for this patient population with high unmet medical need.,2019,1,Phase 3,220,Not yet recruiting,Leukemia
5790,NCT03629249,Novartis,"A 52-week, Multicenter, Randomized, Double-blind, Double-dummy, Parallel-group, Placebo-controlled Study of Fevipiprant Once Daily Plus Standard-of-care (SoC) for Reduction of Systemic Corticosteroids (Oral and Parenteral) Use in Patients With Severe Asthma","The overall purpose of this study is to determine the efficacy of fevipiprant (dose 1 and dose 2 once daily), compared with placebo, as add-on to standard-of-care asthma therapy, in terms of avoidance of coricosteroid use over 52 weeks.",2018,12,Phase 4,669,Not yet recruiting,Asthma
5791,NCT03630159,Novartis,Phase Ib Study of Tisagenlecleucel in Combination With Pembrolizumab in Relapsed/Refractory (r/r) Diffuse Large B-cell Lymphoma (DLBCL) Patients.,"A multi-center, open-label, phase Ib study to evaluate the safety and efficacy of the administration of tisagenlecleucel in combination with pembrolizumab in patients with r/r DLBCL who have received 2 or more lines of systemic therapy, including an anti-CD20 and anthracycline based chemotherapy and having failed to or are not candidates for ASCT. The study will consist of 2 parts: dose timing selection part and expansion part.",2018,10,Phase 1,32,Recruiting,"Lymphoma, Large B-Cell, Diffuse"
5792,NCT03631199,Novartis,"A Randomized, Double-blind, Placebo-controlled, Phase III Study Evaluating the Efficacy and Safety of Pembrolizumab Plus Platinum-based Doublet Chemotherapy With or Without Canakinumab as First Line Therapy for Locally Advanced or Metastatic Non-squamous and Squamous Non-small Cell Lung Cancer Subjects (CANOPY-1)","This is a phase III study of pembrolizumab plus platinum-based doublet chemotherapy with or without canakinumab in previously untreated locally advanced or metastatic non-squamous and squamous NSCLC subjects. The study will assess primarily the safety and tolerability (safety run-in part) of pembrolizumab plus platinum-based doublet chemotherapy with canakinumab and then the efficacy (double-blind, randomized, placebo controlled part) of pembrolizumab plus platinum-based doublet chemotherapy with or without canakinumab.",2019,1,Phase 3,627,Not yet recruiting,Lung Neoplasms
5793,NCT03647488,Novartis,Phase II Multicenter Randomized Two-arm Study of Capmatinib and Spartalizumab Combination Therapy vs Docetaxel in Pretreated Adult Patients With EGFR Wild-type ALK Rearrangement Negative Advanced/Metastatic Non-small Cell Lung Cancer,"This is a clinical research study and the purpose of the study is to learn whether the combination of the drugs capmatinib plus spartalizumab helps to control lung cancer better compared to a single agent chemotherapy (docetaxel) and whether it is safe when given to patients with NSCLC. Capmatinib is an oral drug that is called a ""targeted"" medicine: this means it targets particular processes, which may not be working properly in the cancer cells in your body (called dysregulation) and which may be causing your disease. Spartalizumab is an antibody (a kind of protein that binds to a specific ""target"" protein). By blocking its ""target"" protein, called PD-1, spartalizumab may increase the activity of a certain type of cells in your immune system, which may reduce the growth of your tumor. Docetaxel is a standard chemotherapy medicine commonly used to treat your type of lung cancer. This standard, anti-cancer medicine is a cytotoxic chemotherapy that is being compared with capmatinib and spartalizumab. The reason for this study is to find out which of these two treatments (combination of capmatinib plus spartalizumab OR docetaxel alone) helps to control lung cancer better.",2018,11,Phase 2,105,Not yet recruiting,"Carcinoma, Non-Small-Cell Lung"
5794,NCT03650114,Novartis,"An Open-label, Single Arm, Multi-center Extension Study Evaluating Long-term Safety, Tolerability and Effectiveness of Ofatumumab in Subjects With Relapsing Multiple Sclerosis","The purpose of this study is to collect long-term safety, tolerability, effectiveness and health outcomes data in eligible subjects who have participated in a Novartis ofatumumab clinical MS study.",2018,12,Phase 3,2010,Not yet recruiting,Sclerosis
5795,NCT03650400,Novartis,"A Multicenter, Open-label, 8 Day Treatment Study to Assess the Pharmacokinetics, Safety and Tolerability of Fevipiprant Delivered Via a Once Daily Chewable Tablet in Children Aged 6 to <12 Years With Asthma","The purpose of this study is to assess the pharmacokinetics (PK) of fevipiprant (QAW039) delivered as a chewable tablet (CT) in pediatric asthma subjects aged 6 to < 12 years with asthma. The results of this study will support the identification of a fevipiprant dose for subsequent pediatric efficacy studies aiming to provide an exposure similar to that of the to-be marketed adult/adolescent dose. In addition, the first data on safety and tolerability of fevipiprant in this age group will be obtained.",2018,11,Phase 2,24,Not yet recruiting,Asthma
5796,NCT03656562,Novartis,"A Placebo-controlled, Patient and Investigator Blinded, Randomized Parallel Cohort Study to Assess Pharmacodynamics, Pharmacokinetics, Safety, Tolerability and Preliminary Clinical Efficacy of VAY736 and CFZ533 in Patients With Systemic Lupus Erythematosus (SLE)","This study is designed to evaluate the safety, tolerability, pharmacokinetics and therapeutic efficacy of treatment with either VAY736 or CFZ533 in patients with SLE to enable further development of these compounds as treatment in this disease population",2018,12,Phase 2,120,Not yet recruiting,"Lupus Erythematosus, Systemic"
5797,NCT03668613,Novartis,"A Randomized, Open-label, Multicenter Trial to Assess the Efficacy of Subcutaneous Secukinumab after12 Weeks of Treatment, and to Assess the Long-term Safety, Tolerability, Efficacy in Subjects From 6 to <18 Years of Age With Moderate to Severe Chronic Plaque Psoriasis","This is an open-label, parallel-group, two-arm, multicenter study in pediatric subjects aged 6 years to less than 18 years, at randomization, with moderate to severe chronic plaque psoriasis. Approximately 80 subjects (at least 60 subjects with moderate severity) will be enrolled. subjects will be stratified by weight. It is expected that subjects will be enrolled in about 40 centers worldwide.",2018,8,Phase 3,80,Recruiting,Psoriasis
5798,NCT03671330,Novartis,"Phase II Randomized, Double-blind, Placebo-controlled Study of LEE011(Ribociclib) or Placebo in Combination With Endocrine Therapy for the Treatment of Pre- and Postmenopausal Chinese Women With HR Positive, HER2-negative, Advanced Breast Cancer, Including a Subset With Pharmacokinetic Analysis.","This is a Phase II randomized, double-blind, placebo-controlled study involving premenopausal and postmenopausal Chinese women plus an open-label single arm of pharmacokinetic cohort of LEE011 in combination with Letrozole in Chinese postmenopausal women with HR+, HER2- negative advanced breast cancer. Three cohorts of patients will be enrolled: PK cohort, premenopausal cohort, and postmenopausal cohort.",2018,8,Phase 2,315,Recruiting,Breast Neoplasms
5799,NCT03681093,Novartis,"A Multicenter, Randomized, Double-blind, Parallel-group, Placebo-controlled Study of Fevipiprant Once Daily Plus Standard-of-care (SoC) for Assessment of the Efficacy in Reduction of Nasal Polyp Size in Patients With Nasal Polyposis and Concomitant Asthma.","A Phase 3b Proof-of-Concept study to evaluate the ability of fevipiprant dose 1 and dose 2, compared with placebo, as add-on to nasal spray standard-of-care (SoC), in reducing endoscopic nasal polyp score in adult (≥ 18 years) patients with nasal polyposis and concomitant asthma.",2019,1,Phase 3,93,Not yet recruiting,Asthma
5800,NCT03681457,Novartis,"A Phase 1, Open-label, Single-dose, Multi-center, Parallel Group Study to Evaluate the Pharmacokinetics of Tropifexor (LJN452) in Subjects With Mild, Moderate or Severe Hepatic Impairment Compared to Healthy Control Subjects",The primary purpose of this study is to evaluate the effect of hepatic impairment on the systemic exposure of tropifexor and to evaluate the safety of tropifexor in subjects with hepatic impairment. The results of this study will support treatment and dosing decisions for patients with varying degrees of hepatic impairment.,2018,9,Phase 1,48,Recruiting,Fatty Liver
5801,NCT03696771,Novartis,"A Phase I, Multicenter, Open-label Dose Finding Study of NJH395, Administered Intravenously in Patients With Non-breast HER2+ Advanced Malignancies",A first-in-human study using NJH395 in non-breast HER2-positive advanced malignancies,2018,12,Phase 1,42,Not yet recruiting,Neoplasms
5802,NCT03701334,Novartis,"A Phase III Multi-center, Randomized, Open-label Trial to Evaluate Efficacy and Safety of Ribociclib With Endocrine Therapy as an Adjuvant Treatment in Patients With Hormone Receptor-positive, HER2-negartive Early Breast Cancer (New Adjuvant TriAl With Ribociclib [LEE011]: NATALEE)","A phase III multi-center, randomized, open-label trial to evaluate efficacy and safety of ribociclib with endocrine therapy as adjuvant treatment in patients with HR+/HER2- Early Breast Cancer",2018,12,Phase 3,4000,Not yet recruiting,Breast Neoplasms
5803,NCT03708900,Novartis,"A Phase II, Multicenter, Open-label, Non-comparative Study to Evaluate the Pharmacokinetics, Pharmacodynamics, and Tolerability of Osilodrostat in Children and Adolescent Patients With Cushing's Disease","Multicenter, open-label, non-comparative study to evaluate the pharmacokinetics, pharmacodynamics, and tolerability of osilodrostat in children and adolescent patients with Cushing's disease.",2019,1,Phase 2,20,Not yet recruiting,ACTH-Secreting Pituitary Adenoma
5804,NCT03710564,Novartis,"A Multicenter, Randomized, Double-masked Phase 3a Study to Assess Safety and Efficacy of Brolucizumab 6 mg q4 Weeks Compared to Aflibercept 2 mg q4 Weeks in Patients With Neovascular Age-related Macular Degeneration (nAMD) With Persistent Retinal Fluid (MERLIN)",The purpose of this study is to compare safety and efficacy of brolucizumab 6 mg dosed every 4 weeks to aflibercept 2 mg dosed every 4 weeks in those nAMD patients with retinal fluid despite frequent anti-Vascular Endothelial Growth Factor (VEGF) injections.,2018,10,Phase 3,500,Recruiting,Macular Degeneration
5805,NCT03713619,Novartis,"A Randomized, Double-blind, Multi-center Study Assessing Short (16 Weeks) and Long-term Efficacy (up to 1 Year), Safety, and Tolerability of 2 Subcutaneous Secukinumab Dose Regimens in Adult Patients With Moderate to Severe Hidradenitis Suppurativa (SUNSHINE).","The purpose of this study is to demonstrate superiority of secukinumab at Week 16, based on Hidradenitis Suppurativa Clinical Response (HiSCR) rates versus placebo, along with the maintenance of efficacy of secukinumab at Week 52 in subjects with moderate to severe HS. Moreover, this study will also assess the safety and tolerability of secukinumab.",2019,2,Phase 3,471,Not yet recruiting,Hidradenitis Suppurativa
5806,NCT03713632,Novartis,"A Randomized, Double-blind, Multicenter Study Assessing Short (16 Weeks) and Long-term Efficacy (up to 1 Year), Safety, and Tolerability of 2 Subcutaneous Secukinumab Dose Regimens in Adult Patients With Moderate to Severe Hidradenitis Suppurativa (SUNRISE)","The purpose of this study is to demonstrate superiority of secukinumab at Week 16, based on Hidradenitis Suppurativa Clinical Response (HiSCR) rates versus placebo, along with the maintenance of efficacy of secukinumab at Week 52 in subjects with moderate to severe HS. Moreover, this study will also assess the safety and tolerability of secukinumab.",2019,2,Phase 3,471,Not yet recruiting,Hidradenitis Suppurativa
5807,NCT03742349,Novartis,"A Phase Ib, Multicenter, Open-label Dose Escalation and Expansion Platform Study of Select Immunotherapy Combinations in Adult Patients With Triple-negative Breast Cancer","This is a Phase Ib, open label, dose escalation study of spartalizumab + LAG525 in combination with NIR178, capmatinib, MCS110, or canakinumab, followed by a dose expansion in adult patients with advanced or metastatic TNBC. During the dose-escalation part of each treatment arm, patients will be treated with fixed doses of spartalizumab + LAG525 in combination with partner investigational drugs to be escalated until the MTD is reached or a lower RDE is established: NIR178, capmatinib, MCS110, or canakinumab. It is anticipated that other partner study drugs may be added in the future by protocol amendment. After the determination of the MTD/RDE for a particular treatment arm, dose expansion may begin in that arm in order to further assess safety, tolerability, PK/PD, and anti-tumor activity of each combination at the MTD/RDE. Dose expansion arms may initiate only after consideration by the Investigators and Novartis of all available toxicity information, the assessment of risk to future patients from the BLRM, and the available PK, preliminary efficacy, and PD information. There is no requirement for dose-escalation treatment arms reaching an MTD/RDE to proceed to dose expansion.",2018,12,Phase 1,220,Not yet recruiting,Breast Neoplasms
5808,NCT03751280,Novartis,"A Randomized, Sham-Controlled Study of PEAR-004 as an Adjunct to Standard-of-care Treatment for Schizophrenia","The purpose of the study is to determine in patients currently being administered antipsychotic pharmacotherapy whether PEAR-004 can further reduce symptoms of schizophrenia as measured by the Positive and Negative Syndrome Scale (PANSS). The overall rationale for the study is to assess the first prescription digital therapeutic (PDT) in schizophrenia using a form of proven psychosocial intervention, cognitive behavioral therapy (CBT), to supplement standard of care with antipsychotic medications.",2018,12,Phase 2,102,Not yet recruiting,Schizophrenia
5809,NCT03756129,Novartis,"A Multi-center, Randomized, subject-and Investigator Blinded, Placebo-controlled, Active Comparator, Parallel-group Proof of Concept Study to Evaluate the Efficacy, Safety, Tolerability and Pharmacokinetics of MIJ821 in Patients With Treatment-resistant Depression","This study will evaluate the efficacy and safety of the compound MIJ821 compared to placebo in patients aged from 18 to 65 years diagnosed with treatment-resistant depression. The study will be conducted in the US and in Europe (Spain and Czech Republic). The MIJ821 will be administered via infusion on a weekly or bi-weekly basis. The efficacy will be measured after 24 hours using a specific golden standard scale, the Montgomery-Asberg Depression Rating Scale. The study duration is 6 weeks of treatment plus 1 month of follow up period.",2019,2,Phase 2,66,Not yet recruiting,"Depressive Disorder, Treatment-Resistant"
5810,NCT03760445,Novartis,A Phase I/II Multi-center Study of HDM201 Added to Chemotherapy in Adult Subjects With Relapsed/Refractory (R/R) or Newly Diagnosed Acute Myeloid Leukemia (AML),"This is a multi-center open-label Phase I/II study investigating orally administered HDM201 in combination with chemotherapy in two populations: subjects with first line AML or subjects with relapsed/refractory AML. This study is conducted in three parts: dose escalation, dose expansion and DDI study.",2019,2,Phase 1/Phase 2,180,Not yet recruiting,"Leukemia, Myeloid, Acute"
5811,NCT03765788,Novartis,"A Randomized, Parallel-group, Double-blind, Placebo-controlled, Multicenter Phase 2 Trial to Investigate the Safety and Efficacy of Secukinumab (AIN457) in Patients With Giant Cell Arteritis (TitAIN)","This randomized, parallel-group, double-blind, placebo-controlled, multicenter, Phase II study is designed to evaluate the efficacy and safety of secukinumab compared to placebo in combination with a 26-week prednisolone taper regimen in terms of sustained remission in patients with newly diagnosed or relapsing giant cell arteritis (GCA) who are naïve to biological therapy. The study will consist of 6-week (maximum duration) screening period, a 24-week treatment period and a 12-week safety follow-up period. Patients who do not achieve remission by Week 12, experience a flare after remission or cannot adhere to the prednisolone taper regimen will enter ""escape"". Upon entering ""escape"", patients will receive prednisolone at a dose determined by the physician's clinical judgment and continue to receive secukinumab or placebo in a blinded manner. Safety evaluation will be included in all visits including two safety follow-up visits performed 8 and 12 weeks after the last study drug administration.",2019,1,Phase 2,50,Not yet recruiting,Giant Cell Arteritis
5812,NCT03769168,Novartis,"An Extension Study of Subcutaneous Secukinumab to Evaluate the Long-term Efficacy, Safety and Tolerability up to 4 Years in Patients With Juvenile Idiopathic Arthritis Subtypes of Juvenile Psoriatic Arthritis and Enthesitis Related Arthritis","Optional open label, roll over extension study to investigate the efficacy and safety of secukinumab treatment in Juvenile Idiopathic Arthritis (JIA) subtypes of Juvenile Psoriatic Arthritis (JPsA) and Enthesitis Related Arthritis (ERA).",2019,5,Phase 3,64,Not yet recruiting,"Arthritis, Psoriatic"
5813,NCT03774082,Novartis,"A Phase II Open-label, Single-arm, Multi-center Study of Ruxolitinib Added to Corticosteroids in Pediatric Subjects With Moderate and Severe Chronic Graft vs. Host Disease After Allogeneic Stem Cell Transplantation","This open-label, single-arm, Phase II multi-center study will enroll approximately 42 subjects and investigate the activity, pharmacokinetics and safety of ruxolitinib added to the subject's immunosuppressive regimen among infants, children, and adolescents aged ≥28 days to <18 years old with either moderate to severe treatment-naive cGvHD or SR-cGvHD. Subjects will be grouped according to their age as follows: Group 1 includes subjects ≥12y to <18y, Group 2 includes subjects ≥6y to <12y, Group 3 includes subjects ≥2y to <6y, and Group 4 includes subjects ≥28days to <2y.",2019,3,Phase 2,42,Not yet recruiting,Graft vs Host Disease
5814,NCT00092989,Merck,"A Multicenter, Randomized, Double-Blind Study Comparing the Clinical Effects of Intravenous Montelukast With Placebo in Patients With Acute Asthma","The purpose of this study is to evaluate improved results of treatment for patients entering an emergency department with asthma attacks when given an investigational IV administration of an approved drug (MK-0476, montelukast sodium) in addition to approved standard treatment.",2004,7,Phase 3,650,Completed,Asthma
5815,NCT00759109,Merck,Long-term Pegylated Alfa-2b Interferon Therapy of Patients With Hepatitis C-related Cirrhosis and High Liver Cell Proliferation: a Multicenter Study of Hepatocellular Carcinoma Prevention in Patients Non-responders to Combined Therapy With Alpha Interferon + Ribavirin or Peginterferon Alpha + Ribavirin or to Interferon Monotherapy,"This study aims to compare the role of peginterferon α-2b (50 μg/week) vs. control (no treatment) in the prevention of hepatocellular carcinoma, in adult patients with cirrhosis and initial signs of portal hypertension who did not respond to previous combined therapy with interferon alfa + ribavirin or peginterferon alfa + ribavirin or to interferon alfa monotherapy and with a high proliferation rate before entering the study. The duration of treatment will be 3 years, and the follow-up period will be 2 years.",2002,3,Phase 3,150,Completed,"Carcinoma, Hepatocellular"
5816,NCT03111108,Merck,"A Multi-Site, Open-Label, Partially-Randomized Trial of the Efficacy and Safety of Fixed Dose Elbasvir/Grazoprevir (EBR/GZR) Based Regimens in French Subjects With Chronic Hepatitis C Virus (HCV) Genotype 4 Infection","The purpose of this study was to evaluate the efficacy of each treatment arm using a fixed dose combination (FDC) of EBR/GZR as assessed by the percentage of participants achieving sustained virologic response, defined as HCV ribonucleic acid (RNA) <Lower Limit of Quantitation (LLOQ) 12 weeks after the end of all study therapy (SVR12). This study also evaluated the safety and tolerability of EBR/GZR.",2017,6,Phase 4,117,Completed,Hepatitis C
5817,NCT00650663,Merck,"A Multicenter, Double-Blind, Randomized Study to Evaluate the Lipid-Altering Efficacy, Safety, and Tolerability of Ezetimibe Coadministered With Simvastatin Versus Simvastatin Monotherapy in African-American Subjects With Primary Hypercholesterolemia","The purpose of this study is to evaluate whether coadministration of ezetimibe 10 mg/day with simvastatin 20 mg/day for 12 weeks will result in greater reduction of LDL-C, total cholesterol (TC), triglycerides (TG), non HDL-C, and apolipoprotein B (ApoB), and greater increase in HDL-C, compared with simvastatin 20 mg/day as monotherapy for 12 weeks in African-American subjects with primary hypercholesterolemia. This study is being performed to better define the efficacy of ezetimibe coadministered with simvastatin in this population.",2003,10,Phase 4,247,Completed,Hypercholesterolemia
5818,NCT00686543,Merck,A Phase 4 Study of the Pharmacokinetics of Oral Posaconazole (SCH 56592) Among Patients With Compromised Gastrointestinal Function and at High Risk for Invasive Fungal Infection,The purpose of this study is: to explore the potential for different dosing strategies of posaconazole oral suspension (POS) to increase plasma levels and to profile the pharmacokinetics of these dosing strategies in patients with compromised gastrointestinal function and at high risk for Invasive Fungal Infection.,2007,12,Phase 4,75,Completed,Neutropenia
